,category,sub_category,product_item,product_name,product_price,product_per_kg/lr,shipping_cost,shipping_duration,date_time,prod_description,storage_information,manf_address,Ingredients,Calorif_val_kf,cal_val_kcal,fat,saturated_fat,carbohydrates,sugar_carbohydrates,protein,salt,product_url,product_image
355,Lebensmittel,Kaffee & Tee,Tee,"Meßmer Tee Klassik entkoffeiniert 25ST 43,8G","1,95 €","44,52 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:14.952327,Schwarzer Tee,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Meßmer Tee-Gesellschaft mbH, 21218 Seevetal Deutschland",Zutatenverzeichnis: Schwarzer Tee,3,1,0,g,"0,2","0,1",0,g,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Messmer-Tee-Klassik-entkoffeiniert-25ST-43-8G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/memer_tee_klassik_entkoffeiniert_25x_175_g.jpg
356,Lebensmittel,Kaffee & Tee,Tee,Sir Winston Tea Earl Grey aromatisierter Tee lose 500G,"12,49 €","24,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:17.398625,"Schwarzer Tee-Mischung, natürlich aromatisiert - Bergamotteöl",Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern,"Verantwortliches Lebensmittelunternehmen:
Winston Tea Company LTD., 95, worship street, London EC2A 2BE","Zutatenverzeichnis: Schwarzer Tee, Bergamotteöl",3,1,"0,1","0,1","0,1","0,1","0,2","0,01",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Sir-Winston-Tea-Earl-Grey-aromatisierter-Tee-lose-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/swtearlgrey.jpg
357,Lebensmittel,Kaffee & Tee,Tee,Teefee Bio Erdbeerzauber 20ST 30G,"3,99 €","133,00 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:20.195154,Bio-Früchtetee aromatisiert mit Erdbeergeschmack,Hinweis zur Aufbewahrung: Bitte kühl und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
La Marchante GmbH, Kaiserstr. 61, 60329 Frankfurt am Main","Zutatenverzeichnis: Äpfel*, Hibiskus*, Hagebutten*, Steviablätter*, natürliches Erdbeeraroma, Erdbeeren* 1% (EU/Nicht-EU). *aus ökologischer Landwirtschaft",7,2,0,0,"0,4","0,3",0,0,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teefee-Bio-Erdbeerzauber-20ST-30G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bio_teefee_framp252chtetee_erdbeere_20st_30g.jpg
358,Lebensmittel,Kaffee & Tee,Tee,Teekanne Darjeeling Finest Selection 24ST 54G,"3,49 €","64,63 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:22.676843,Schwarzer Tee,Hinweis zur Aufbewahrung: Vor wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Teekanne GmbH & Co. KG, Postfach 270351, 40526 Düsseldorf",,4,1,0,0,"0,1",0,0,0,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teekanne-Darjeeling-Finest-Selection-24ST-54G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/tkdarjeeling.jpg
361,Lebensmittel,Kaffee & Tee,Tee,Teefee Bio Guten Morgen Tee 20ST 30G,"3,99 €","133,00 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:30.103886,Bio Honigbuschtee aromatisiert mit Orangen- und Vanillegeschmack,Hinweis zur Aufbewahrung: Bitte kühl und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
La Marchante GmbH, Kaiserstr. 61, 60329 Frankfurt am Main","Zutatenverzeichnis: Äpfel*, Honigbusch* 35,5% (Nicht-EU), Hagebutten*, natürliches Vanillearoma 5%, Steviablätter*, Orangenschalen* 2%.",7,2,0,0,"0,4","0,3",0,0,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teefee-Bio-Guten-Morgen-Tee-20ST-30G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bio_teefee_honigbusch_tee_30g.jpg
362,Lebensmittel,Kaffee & Tee,Tee,Teekanne Earl Grey Rainforest Alliance 250G,"8,49 €","33,96 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:32.307123,Aromatisierte Schwarzer Tee-Mischung mit Bergamotte-Aroma,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Teekanne GmbH & Co. KG, Postfach 270351, 40526 Düsseldorf","Zutatenverzeichnis: Schwarzer Tee, Bergamottearoma, Bergamotteöl.",,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teekanne-Earl-Grey-Rainforest-Alliance-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/teekanneearlgrey.jpg
364,Lebensmittel,Kaffee & Tee,Tee,Meßmer Toskanischer Pfirsich 20ST 50G,"2,29 €","45,80 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:37.698788,Früchtetee aromatisiert Pfirsich-Geschmack,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Meßmer Tee-Gesellschaft mbH, Bosteler Feld 6, 21218 Seevetal","Zutatenverzeichnis: Hagebutten*, Äpfel*, Süßkraut, Aroma, Säuerungsmittel: Citronensäure, Pfirsichsaftgranulat (Maltodextrin, Pfirsichsaftkonzentrat). *70% Rainforest Alliance Certified",2,10,0,0,"0,6","0,2",0,0,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Messmer-Toskanischer-Pfirsich-20ST-50G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/meamp223mer_toskanischer_pfirsich_20st_50g.jpg
365,Lebensmittel,Kaffee & Tee,Tee,Teekanne Ostfriesen Teefix 25ST 70G,"3,49 €","49,86 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:40.432556,Schwarzer Tee,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
TEEKANNE GmbH & Co. KG, D-40526 Düsseldorf",Zutatenverzeichnis: Schwarzer Tee,4,1,0,0,"0,1",0,0,0,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teekanne-Ostfriesen-Teefix-25ST-70G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/tkostfriesenteefix.jpg
366,Lebensmittel,Kaffee & Tee,Tee,Teekanne Ostfriesen Gold lose 500G,"8,49 €","16,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:43.177894,Schwarzer Tee,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern,"Verantwortliches Lebensmittelunternehmen:
TEEKANNE GmbH & Co. KG, D-40526 Düsseldorf",Zutatenverzeichnis: Schwarzer Tee,3,1,"0,1","0,1","0,1","0,1","0,2","0,01",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teekanne-Ostfriesen-Gold-lose-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/tkostfriesengold.jpg
368,Lebensmittel,Kaffee & Tee,Tee,Teekanne Hagebutte 20ST 70G,"2,19 €","31,29 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 23:07:47.868915,Hagebuttentee mit Hibiskus,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern,"Verantwortliches Lebensmittelunternehmen:
TEEKANNE GmbH & Co. KG, D-40526 Düsseldorf","Zutatenverzeichnis: Hagebutten, Hibiskus",8,2,"0,1","0,1","0,3","0,2","0,2","0,01",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Teekanne-Hagebutte-20ST-70G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/teekannehagelbutter.jpg
370,Lebensmittel,Getränke,Energydrinks,Red Bull Energy Drink 250ML,"0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:07:52.664015,Energydrink,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, 5330 Fuschl am See, Österreich","Zutatenverzeichnis: Wasser,Saccharose, Glucose, Säuerungsmittel Zitronensäure, Kohlensäure, Taurin 0,4%, Säureregulator (Natriumcarbonate, Magnesium carbonat), Koffein 0,03%, Vitamine (Niacin, Pantothensäure, B6, B12), Aroma, Farbstoffe (einfacher Zuckerkulör, Riboflavin)",194,46,0,g,11,11,0,"0,1",https://www.edeka24.de/index.php?cl=details&anid=c284d997e31cc8412.31567109&emcs0=3&emcs1=Kategorieseite%20-%20Topseller&emcs2=&emcs3=760683004,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_025.jpg
371,Lebensmittel,Getränke,Energydrinks,"Red Bull Summer Edition Juneberry 0,25L","0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:07:55.589289,Energydrink mit dem Geschmack von Felsenbirne (Juneberry) - erhöhter Koffeingehalt.,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, Am Brunnen 1, 5330 Fuschl am See","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Anthocyane, Brillantblau FCF).",191,45,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Summer-Edition-Juneberry-0-25L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_summer_edition_juneberry_025l_dpg.jpg
372,Lebensmittel,Getränke,Energydrinks,"Red Bull Summer Edition Aprikose-Erdbeere 0,25L","0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:07:58.917029,-,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, AU-5330 Fuschl am See","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Anthocyane, Riboflavine). Pasteurisiert.",191,45,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Summer-Edition-Aprikose-Erdbeere-0-25L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_summer_edition_aprikoseerdbeere_025l.jpg
373,Lebensmittel,Getränke,Energydrinks,Red Bull Red Edition Wassermelone 250ML,"0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:01.599837,Energy Drink mit dem Geschmack von Wassermelone,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, 5330 Fuschl am See, Österreich","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Anthocyone, Riboflavine).",190,45,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Red-Edition-Wassermelone-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_red_edition_wassermelone_025l_dpg.jpg
374,Lebensmittel,Getränke,Energydrinks,Red Bull Energy Drink 250ML,"0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:03.792546,Energydrink,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, 5330 Fuschl am See, Österreich","Zutatenverzeichnis: Wasser,Saccharose, Glucose, Säuerungsmittel Zitronensäure, Kohlensäure, Taurin 0,4%, Säureregulator (Natriumcarbonate, Magnesium carbonat), Koffein 0,03%, Vitamine (Niacin, Pantothensäure, B6, B12), Aroma, Farbstoffe (einfacher Zuckerkulör, Riboflavin)",194,46,0,g,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Energy-Drink-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_025.jpg
375,Lebensmittel,Getränke,Energydrinks,"Booster Energdrink Pomegranate 0,33L","0,79 €","2,39 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:06.979457,Koffeinhaltiges Erfrischungsgetränk mit Granatapfelgeschmack und Zusatz von 4 Vitaminen.,,"Verantwortliches Lebensmittelunternehmen:
Veritas Vertriebsgesellschaft mbH, 22291 Hamburg","Zutatenverzeichnis: Wasser, Zucker, Kohlensäure, Säuerungsmittel: Citronensäure; Taurin, Apfelsaftkonzentrat, Säureregulator: Natriumcitrate; Granatapfelsaftkonzentrat, Invertzuckersirup, Koffein, Aroma, Vitaminmischung: Niacin, Pantothensäure, Vitamin B6, Vitamin B12; Farbstoff: Anthocyane, Riboflavine.",178,42,0,0,10,10,"0,01","0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Booster-Energdrink-Pomegranate-0-33L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/booster_energy_drink_pomegranate_033l_dpg.jpg
376,Lebensmittel,Getränke,Energydrinks,Red Bull Blue Edition 250ML,"0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:10.247722,Energydrink,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, 5330 Fuschl am See, Österreich","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säurungsmittel Zitronensäure, Kohlensäure, Taurin 0,4%, Säureregulator (Natriumcarbonate, Magnesiumcarbonate), Koffeein 0,03%, Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoff (Riboflavin, Brillantblau FCF), Färbende Lebensmittel (Konzentrat aus Karotte, Hibiskus)",194,46,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Blue-Edition-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_energy_drink_blue_edition.jpg
377,Lebensmittel,Getränke,Energydrinks,"Red Bull Winter Edition Feige-Apfel 0,25L","0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:13.853904,Energy Drink mit dem Geschmack von Feige-Apfel - erhöhter Koffeingehalt.,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, Am Brunnen 1, 5330 Fuschl am See","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Beta-apo-8' Carotinal (C30), Riboflavine), Antioxidationsmittel (Ascorbinsäure).",194,46,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Winter-Edition-Feige-Apfel-0-25L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/rbfeigeapfel.jpg
378,Lebensmittel,Getränke,Energydrinks,"Red Bull Green Edition Kaktusfrucht 0,25L","0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:17.474766,Energy und Sportdrinks,,,"Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säurungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Anthocyane, Brillantblau FCF).",192,45,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Green-Edition-Kaktusfrucht-0-25L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_green_edition_kaktusfrucht_025l.jpg
379,Lebensmittel,Getränke,Energydrinks,Red Bull Energy Drink 4x 250ML,"5,49 €","5,49 €/l","zzgl. 1,00 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:22.095823,-,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, AU-5330 Fuschl am See","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Riboflavine).",195,46,g,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Energy-Drink-4x-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_4x025l_dose.jpg
380,Lebensmittel,Getränke,Energydrinks,"Booster Original Energy Drink 0,33L","0,79 €","2,39 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:25.267605,Koffeinhaltiges Erfrischungsgetränk mit Zusatz von 4 Vitaminen.,,"Verantwortliches Lebensmittelunternehmen:
VERITAS Vertriebsges. mbH, D-22291 Hamburg","Zutatenverzeichnis: Wasser, Zucker, Säuerungsmittel: Citronensäure; Kohlensäure,0,4% Taurin, Säureregulator: Trinatriumcitrat; Aroma, Koffein, Farbstoffe: Ammoniak-Zuckerkulör; Vitaminmischung: Niacin, Pantothensäure, Vitamin B6, Vitamin B12.",44,187,0,0,"10,4","10,4",0,"0,17",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Booster-Original-Energy-Drink-0-33L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/booster_original_energy_drink.jpg
381,Lebensmittel,Getränke,Energydrinks,"Booster Energydrink Cactus Fruit 0,33L","0,79 €","2,39 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:29.093232,Koffeinhaltiges Erfrischungsgetränk mit Kaktusfeigeneschmack und Zusatz von 4 Vitaminen.,,"Verantwortliches Lebensmittelunternehmen:
Veritas Vertriebsgesellschaft mbH, 22291 Hamburg","Zutatenverzeichnis: Wasser, Zucker, Säuerungsmittel: Citronensäure; Kohlensäure, Taurin, Apfelsaftkonzentrat, Kaktusfeigensaftkonzentrat, Säureregulator: Natriumcitrate; Invertzuckersirup, Koffein, Aroma, Vitaminmischung: Niacin, Pantothensäure; Vitamin B6, Vitamin B12; Farbstoffe: Anthocyane, Brillantblau FCF.",182,43,0,0,"10,2","10,2",0,0,https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Booster-Energydrink-Cactus-Fruit-0-33L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/booster_kaktusfrucht_033ldpg.jpg
382,Lebensmittel,Getränke,Energydrinks,"Red Bull White Edition Kokos-Blaubeere 0,25L","0,99 €","3,96 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:32.308009,Energy Drink mit dem Geschmack von Kokos-Blaubeere,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, 5330 Fuschl am See, Österreich","Zutatenverzeichnis: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Stabilisatoren (Glycerinester aus Wurzelharz, Saccharoseacetatisobutyrat),Farbstoffe (Zuckerkulör, Brillantblau FCF).",191,45,0,0,11,11,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-White-Edition-Kokos-Blaubeere-0-25L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/unbenannt(3).jpg
383,Lebensmittel,Getränke,Energydrinks,"Booster Energydrink Ice 0,33L","0,79 €","2,39 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:35.092532,Koffeinhaltiges Erfrischungsgetränk mit Eisbonbongeschmack und Zusatz von 3 Vitaminen.,,"Verantwortliches Lebensmittelunternehmen:
Veritas Vertriebsgesellschaft mbH, 22291 Hamburg","Zutatenverzeichnis: Wasser, Zucker, Kohlensäure, Taurin, Säuerungsmittel: Citronensäure; Invertzuckersirup, Koffein, Aroma, Vitaminmischung: Niacin, Phantothensäure, Vitamin B6; Farbstoff: Brillantblau FCF.",182,43,0,0,"10,5","10,5",0,"0,008",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Booster-Energydrink-Ice-0-33L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/booster_ice_033l_dpg.jpg
384,Lebensmittel,Getränke,Energydrinks,Red Bull Energy Drink Sugarfree 4x 250ML,"5,49 €","5,49 €/l","zzgl. 1,00 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:37.799930,-,,"Verantwortliches Lebensmittelunternehmen:
Red Bull GmbH, AU-5330 Fuschl am See","Zutatenverzeichnis: Wasser, Säuerungsmittel (Citronensäure), Kohlensäure,Taurin (0,4%), Säureregulatoren,(Natriumcarbonate, Magnesiumcarbonate), Süßungsmittel (Acesulfam K, Aspartam), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen,Verdickungsmittel (Xanthan), Farbstoffe (Zuckerkulör, Riboflavine). Enthält eine Phenylalaninquelle.",13,3,0,0,0,0,0,"0,1",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Red-Bull-Energy-Drink-Sugarfree-4x-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/red_bull_energy_drink_sugarfree_4x250ml.jpg
385,Lebensmittel,Getränke,Energydrinks,"Monster Energydrink Nitro Super Dry 0,5L","1,59 €","3,18 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:40.305758,"Energy-Drink, Koffeinhaltiges Erfrischungsgetränk mit Taurin, Ginseg, L-Carnithin, B-Vitaminen mit Zuckern und Süßungsmitteln.",,"Verantwortliches Lebensmittelunternehmen:
Monster Energy Limited, South Bank House, Barrow Street, Dublin 4, Ireland","Zutatenverzeichnis: Wasser, Zucker, Glukosesirup, Aromen, Säuerungsmittel (Citronensäure), Taurin (0,4%), Säureregulator (Natriumcitrate), Kohlensäure, Panax Ginseng Wurzelextrakt (0,08%), Schaummittel (Distickstoffoxid), Maltodextrin, Konservierungsstoffe (Kaliumsorbat, Natriumbenzoat), Koffein (0,03%), Vitaminmischung (Nicotinamid, Vitamin B6, Riboflavin, Vitamin B12), L-Carnitin-L-Tartrat (0,004%), Süßungsmittel (Sucralose), Inosit, Farbstoff (E 133).",198,47,0,0,12,11,0,0,https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Monster-Energydrink-Nitro-Super-Dry-0-5L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/monster_nitro_super_dry_05l_dpg.jpg
386,Lebensmittel,Getränke,Energydrinks,"Booster Absolute Zero Energydrink 0,33L","0,79 €","2,39 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:43.226612,Koffeinhaltiges Erfrischungsgetränk mit Süßungsmitteln und Zusatz von 4 Vitaminen.,,"Verantwortliches Lebensmittelunternehmen:
EUCO GmbH, D-22291 Hamburg","Zutatenverzeichnis: Wasser, Säuerungsmittel: Citronensäure; Kohlensäure, Taurin, Säureregulator: Natriumcitrate; Aroma, Süßungsmittel: Acesulfam-K, Aspartam¹; Koffein, Farbstoff: Ammoniak-Zuckerkulör; Vitaminmischung; Niacin, Pantothensäure, Vitamin B6, Vitamin B12. ¹enthält eine Phenylalaninquelle",10,2,0,0,0,0,"0,02","0,17",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Booster-Absolute-Zero-Energydrink-0-33L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/booster_absolzero_033l_dpg.jpg
387,Lebensmittel,Getränke,Energydrinks,"Monster Energydrink Pipeline Punch 0,5L","1,59 €","3,18 €/l","zzgl. 0,25 € Pfand","inkl. MwSt., zzgl. 4.95 € Versandkosten.",2023-05-02 23:08:46.238223,"Energy-Drink: Koffeinhaltiges Erfrischungsgetränk mit 6% Fruchtsaftaus Fruchtsaftkonzentraten, Taurin, L-Carnitin, Inosit, B-Vitaminen, mit Zuckern und Süßungsmitteln.",,"Verantwortliches Lebensmittelunternehmen:
Coca-Cola European Partners Deutschland GmbH, Postfach 67 01 56, 10207 Berlin","Zutatenverzeichnis: Wasser, 6% Fruchtsaft aus Fruchtsaftkonzentraten (Orange, Apfel, Guave, Ananas, Passionsfrucht), Zucker, Glukosesirup, Kohlensäure, Taurin (0,4%), Säuerungsmittel (Citronensäure), Maltodextrin, Aromen, Säureregulator (Natriumcitrate), Konservierungsstoffe (Kaliumsorbat, Natriumbenzoat), Koffein (0,03 %), Süßungsmittel (Sucralose), Vitaminmischung (Nicotinamid, Vitamin B6, Riboflavin, Vitamin B12), Pflanzliche Öle (Kokosnuss, Raps), modifizierte Stärke, L-Carnitin-L-Tartrat (0,004%), Salz, Inosit (0,002%), Farbstoff (Carotin).",38,153,0,0,9,"8,5",0,"0,04",https://www.edeka24.de/Lebensmittel/Getraenke/Energydrinks/Monster-Energydrink-Pipeline-Punch-0-5L.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/monster_pipeline_punch_05l_dpg.jpg
