,category,sub_category,product_item,product_name,product_price,product_per_kg/lr,shipping_cost,shipping_duration,date_time,prod_description,storage_information,manf_address,Ingredients,Calorif_val_kf,cal_val_kcal,fat,saturated_fat,carbohydrates,sugar_carbohydrates,protein,salt,product_url,product_image
3641,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco 1 Portion Grüne Bohnen Kartoffeltopf 400G,"1,89 €","4,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:28.643445,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 20% Kartoffeln (Kartoffeln, Antioxidationsmittel: NATRIUMMETABISULFIT), 13% grüne Bohnen, Möhren, 2,3% gegartes Rindfleisch (Rindfleisch, Stärke, Salz), Rapsöl, Salz, Zucker, Aroma, Hefeextrakt, Dextrose, Zwiebelpulver, Bohnenkraut, Verdickungsmittel: Guarkernmehl. Kann Spuren von WEIZEN (GLUTEN), SELLERIE, MILCH, SOJA, SENF und EI enthalten.",44,185,"1,8","0,2","5,2","1,6","1,4","0,95",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-1-Portion-Gruene-Bohnen-Kartoffeltopf-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_1_portion_grne_bohnen_kartoffeltopf_400_g.jpg
3642,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco 1 Portion Hühner-Reistopf mit Hühnerbrühe 400G,"1,89 €","4,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:31.667281,Hühner-Reistopf mit 56% Hühnerbrühe,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 30% gekochter Reis, 4,6% gegartes Hühnerfleisch (Hühnerfleisch, Salz), 4,5% Möhren, Hühnerfett, 1,3% Porree, 1,1 % Erbsen, Salz, Aromen (enthält EI und SELLERIE), Petersilie, Dextrose, färbender Möhrenextrakt, Verdickungsmitttel: Guarkernmehl. Kann Spuren von WEIZEN (GLUTEN), MILCH, SOJA und SENF enthalten.",54,226,"2,1","0,6","6,5","0,4",2,1,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-1-Portion-Huehner-Reistopf-mit-Huehnerbruehe-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_1_portion_hhnerreistopf_mit_hhnerbrhe.jpg
3643,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Chili con Carne 400G,"2,89 €","7,23 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:34.992016,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: 26% gekochte rote Bohnen, 19% passierte und gewürfelte Tomaten, Wasser, 11% gehacktes Schweine- und Rindfleisch, 10% gekochte weiße Bohnen, 5,6% roter Paprika, 3,4% Zwiebeln, 3,4% Mais, 1,2% grüne Peperoni, modifizierte Stärke, Salz, Aroma (enthält SELLERIE), Gewürze (enthält SENF)), Zucker, Kochsalzersatz (Kaliumchlorid), Knoblauchpulver, Rapsöl, färbender Paprikaextrakt, Dextrose, GERSTENMALZEXTRAKT (GLUTEN), Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl und Xanthan. Kann Spuren von MILCH, WEIZEN (GLUTEN), SOJA und EI enthalten.",427,102,"3,5","1,4","9,8","1,8","5,6","0,78",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Chili-con-Carne-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_chili_con_carne_400_g.jpg
3644,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco 1 Portion Serbischer Bohnen-Eintopf 400G,"1,89 €","4,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:38.713278,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: 31% passierte Tomaten, Wasser, 23% gekochte weiße Bohnen, 3,4% Möhren, 3,4% grüne Bohnen, Zwiebeln, 2,0% roter Paprika), Speck (Schweinebacke, Salz, Rauch), WEIZENMEHL (GLUTEN), Zucker, Salz, modifizierte Stärke, Aroma (enthält SELLERIE), Dextrose, Kochsalzersatz (Kaliumchlorid), Paprikapulver, Säuerungsmittel: Citronensäure, Verdickungsmittel: Guarkernmehl. Kann Spuren von MILCH, SOJA, SENF und EI enthalten.",54,228,"0,3","0,1","8,3","2,5","2,7","0,73",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-1-Portion-Serbischer-Bohnen-Eintopf-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/serbischer-bohneneintopf.png
3645,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Rindfleisch Nudel-Topf 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:41.996032,Rindfleisch-Nudeltopf mit 67% Rinderbrühe,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 18% gekochte Muschelnudeln (HARTWEIZENGRIEß (GLUTEN), EIKLAR), 5,3% Möhren, 4,7% gegartes Rindfleisch (Rindfleisch, Salz, Tapiokastärke), 2,3% Porree, Rapsöl, 0,7% SELLERIE, Salz, Hefeextrakt, Zucker, Kochsalzersatz (Kaliumchlorid), Aroma, Petersilie, Dextrose, färbender Paprikaextrakt, Verdickungsmittel: Guarkernmehl. Kann Spuren von MILCH, SOJA und SENF enthalten.",184,44,"1,5","0,2","5,2","0,9","2,2","0,9",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Rindfleisch-Nudel-Topf-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_rindfleischnudeltopf_800_g.jpg
3646,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Hühner-Nudelsuppe 390ML,"1,69 €","4,33 €/l","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:45.300821,Hühner-Nudelsuppe mit 78% Hühnerbrühe,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 8,7% gekochte Muschelnudeln (HARTWEIZENGRIEß, Wasser, EIKLAR), 6,5% Gemüse (Möhren, Porree, SELLERIE), 4,6% gegartes Hühnerfleisch (Hühnerfleisch, Salz), Hühnerfett, Salz, Aroma (enthält EI und SELLERIE), Dextrose, färbender Möhrenextrakt, Kräuter, Verdickungsmittel: Guarkernmehl. Kann Spuren von MILCH, SOJA und SENF enthalten.",140,33,"1,7","0,5","2,5","0,4","1,8","0,92",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Huehner-Nudelsuppe-390ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_klare_hhnernudelsuppe_mit_hhnerbrhe_390_ml.jpg
3647,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Tomaten Cremesuppe 390ML,"1,69 €","4,33 €/l","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:48.561996,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: 83% gewürfelte und passierte Tomaten, Wasser, 3,5% SAHNE, Zucker, modifizierte Stärke, Salz, WEIZENMEHL (GLUTEN), Rapsöl, Kochsalzersatz (Kaliumchlorid), Verdickungsmittel: Guarkernmehl, Petersilie, Dextrose, Säuerungsmittel: Milchsäure. Kann Spuren von SELLERIE, SOJA, SENF und EI enthalten.",41,174,"1,3","0,7",6,"4,5","0,8","0,78",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Tomaten-Cremesuppe-390ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_tomatencremesuppe_390_ml.jpg
3648,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Reistopf mit Fleischklößchen 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:52.734505,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 27% gekochter Reis, 9,5% Fleischklößchen (Schweinefleisch zum Teil fein zerkleinert, Zwiebeln, Wasser, PANIERMEHL (WEIZENMEHL (GLUTEN)), Salz, Hefe), MILCHEIWEIß, Salz, Kochsalzersatz (Kaliumchlorid), Aroma), 5,0% Möhren, 2,5% Erbsen, 1,4% Porree, Rapsöl, Aroma, Salz, Hefeextrakt, Petersilie, Kochsalzersatz (Kaliumchlorid), Dextrose, färbender Paprikaextrakt, Verdickungsmittel: Guarkernmehl. Kann Spuren von SELLERIE, SENF, SOJA und EI enthalten.",257,61,"2,8",1,"6,8","0,5","2,1","0,86",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Reistopf-mit-Fleischkloesschen-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_reistopf_mit_fleischklen_800_g.jpg
3649,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Graupen-Topf 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:21:56.037670,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 5,9% GERSTENGRAUPEN (GLUTEN), Kartoffeln, 5,4% Möhren, 5,2% SELLERIE, 3,7% Porree, 3,0% Kasseler Würfel aus Schulter und Schinken (Schweinefleisch, Wasser, Salz, getrockneter Glukosesirup, Stabilisator: Diphosphate, Aroma, Dextrose, Antioxidationsmittel: Natriumascorbat, Rapsöl, Rauch), Salz, Aroma (enthält SELLERIE), Hefeextrakt, Petersilie, färbender Kurkumaextrakt, Verdickungsmittel: Guarkernmehl, Dextrose. Kann Spuren von WEIZEN (GLUTEN), MILCH, SOJA, SENF und EI enthalten.",148,35,"0,5","0,2","5,7","0,6","1,4","0,95",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Graupen-Topf-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_graupentopf_800_g.jpg
3650,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Zimmermann Leberknödel-Suppe 400ML,"1,99 €","4,98 €/l","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:00.100772,"Echt Bayrische Leberknödel-Suppe, konzentriert",Hinweis zur Aufbewahrung: Bei Raumtemperatur mindestens haltbar bis: zum Ablauf des aufgedruckten MHDs,"Verantwortliches Lebensmittelunternehmen:
Fleischwerke E. Zimmermann GmbH & Co. KG, Edmund-Zimmermann-Straße 29, D-86470 Thannhausen/Bayern","Zutatenverzeichnis: Konzentrierte Suppe 67%: Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürze, Gewürzextrakte, Stärke, Würze, Sonnenblumenöl. Leberknödel 33%: Schweineleber 30%, Schweinefleisch 20%, Trinkwasser, Weißbrot (WEIZENMEHL, Speisesalz, Hefe), Lauch, Zwiebel, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Gewürzextrakte, Dextrose, MILCHEIWEISS. Kann Spuren von SELLERIE und SENF enthalten.",142,34,"1,5","0,6",3,"0,2",2,"1,5",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Zimmermann-Leberknoedel-Suppe-400ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/zimmermann_leberkndelsuppe_400_ml.jpg
3651,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Ungarische Gulaschsuppe 770ML,"4,29 €","5,57 €/l","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:03.267510,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, Kartoffeln, 6,7% gegartes Rindfleisch (Rindfleisch, modifizierte Stärke, Salz), 6,7% Zwiebeln, Tomatenmark, 3,6% Champignons, 2,9% roter Paprika, modifizierte Stärke, Rapsöl, WEIZENMEHL (GLUTEN), Palmöl, Salz, Zucker, Aroma (enthält SELLERIE), Raucharoma, Knoblauchpulver, MILCHZUCKER, GERSTENMALZEXTRAKT (GLUTEN), Hefeextrakt, Dextrose, MILCHEIWEIß, färbender Paprikaextrakt, Emulgator: E472e, Verdickungsmittel: Guarkernmehl und Xanthan. Kann Spuren von SOJA, EI und SENF enthalten.",222,53,"1,9","0,8","6,2","1,5","2,5",1,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Ungarische-Gulaschsuppe-770ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_ungarische_gulaschsuppe_770_ml.jpg
3652,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Kartoffel-Topf mit Würstchen 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:06.415257,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: 45% Kartoffeln (Kartoffeln, Antioxidationsmittel: NATRIUMDISULFIT), Wasser, 5,5% Bockwurstscheiben (Schweinefleisch, Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Dextrose, Stärke, Geliermittel; Carrageen, Stabilisator: Diphosphat, Gewürzextrakte, Antioxidationsmittel: Ascorbinsäure, Rauch), 5,3% Möhren, 1,1% Porree, Rapsöl, Speck (Schweinebacke, Salz, Rauch), modifizierte Stärke, Salz, Zucker, Hefeextrakt, Petersilie, Dextrose, Raucharoma, Aroma, Emulgator: E472e, färbender Paprikaextrakt, Säuerungsmittel: Citronensäure, Antioxidationsmittel: Ascorbinsäure und NATRIUMDISULFIT, Verdickungsmittel: Guarkernmehl und Xanthan. Kann Spuren von SELLERIE, SOJA, SENF, WEIZEN (GLUTEN), MILCH und EI enthalten.",61,255,"2,2","0,8","8,2","0,7","1,8","0,92",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Kartoffel-Topf-mit-Wuerstchen-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_kartoffeltopf_mit_wrstchen_800_g.jpg
3653,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Alnatura Bio Erbseneintopf 400G,"2,49 €","6,23 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:10.035642,"Bio Erbseneintopf, vegetarisch",Hinweis zur Aufbewahrung: Mindestens haltbar bis: siehe Boden,"Verantwortliches Lebensmittelunternehmen:
Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt","Zutatenverzeichnis: Wasser, Erbsen* 26%, Kartoffeln* 10%, Karotten* 8%, Zwiebeln*, Meersalz, SELLERIE*, Maisstärke*, Sonnenblumenöl*, Rohrohrzucker*, Spinatpulver*, Petersilie*, Bohnenkraut*, Pfeffer* *aus biologischer Landwirtschaft .",267,63,"0,7","0,1","9,4","1,4","3,5",1,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Alnatura-Bio-Erbseneintopf-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/alnatura_bio_erbseneintopf_400_g.jpg
3654,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Texas-Topf 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:13.661117,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 24% gekochte rote Bohnen, 9,9% gekochte weiße Bohnen, Zwiebeln, Möhren, 4,2% Fleischwurst (Schweinefleisch, Wasser, Salz, Gewürze, Dextrose, Glucosesirup, Stabilisator: Diphosphate), Antioxdationsmittel: E300-E316), 1,1% grüne Bohnen, 0,9% Mais, Tomatenmark, modifizierte Stärke, Zucker, Salz, Rapsöl, Aroma, Verdickungsmittel: Guarkernmehl, Knoblauchpulver, schwarzer Pfeffer, Dextrose, Hefeextrakt, färbender Paprikaextrakt, Raucharoma. Kann Spuren von MILCH, WEIZEN (GLUTEN), SELLERIE, SOJA, SENF und EI enthalten.",320,76,"2,3","0,7","8,1","1,7","3,9","0,9",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Texas-Topf-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco2022.jpg
3655,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Alnatura Bio Hühner-Nudel Eintopf 400G,"2,69 €","6,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:17.861847,-,Hinweis zur Aufbewahrung: Mindestens haltbar bis: siehe Boden,"Verantwortliches Lebensmittelunternehmen:
Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt","Zutatenverzeichnis: Wasser, Nudeln* gekocht 13 % (Wasser, HARTWEIZENGRIEß*, HÜHNEREIWEIß*, EI*), Hähnchenfleisch* 8 %, Karotten* 5 %, Erbsen* 3 %, Geflügelkonzentrat* (Huhn*, Meersalz), Hühnerfett* 1,1 %, Porree*, Meersalz, Kurkuma*, Petersilie* *aus biologischer Landwirtschaft .",158,38,"1,3","0,4","3,3","0,4","2,9","0,83",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Alnatura-Bio-Huehner-Nudel-Eintopf-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/alnatura_bio_hhnernudel_eintopf.jpg
3656,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco 1 Portion Westfälischer Linsen-Eintopf mit Essig 400G,"1,89 €","4,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:21.150393,Westfälischer Linsen-Eintopf,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 29% gekochte Linsen, 5,4% Möhren, Kartoffeln, 4,0% Zwiebeln, 3,5% Kasseler Würfel aus Schulter und Schinken (Schweinefleisch, Wasser, Salz, getrockneter Glukosesirup, Stabilisator: Diphosphate, Aroma, Dextrose, Antioxidationsmittel: Natriumascorbat, Rapsöl, Rauch), 1,4% Porree, modifizierte Stärke, Wein-Branntweinessig, Zucker, Salz, Tomatenmark, Hefeextrakt, Kochsalzersatz (Kaliumchlorid), Petersilie, Speck (Schweinebacke, Salz, Rauch), Dextrose, Antioxidationsmittel: Ascorbinsäure, Säuerungsmittel: Citronensäure, Verdickungsmittel: Guarkernmehl. Kann Spuren von WEIZEN (GLUTEN), MILCH, SOJA, SENF, SELLERIE und EI enthalten.",254,60,"0,6","0,2","9,4","1,4","3,5","0,75",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-1-Portion-Westfaelischer-Linsen-Eintopf-mit-Essig-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_1_portion_westflischer_linseneintopf_mit_essig.jpg
3657,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Bunter Gemüsetopf mit Nudeln 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:24.723973,-,,"Verantwortliches Lebensmittelunternehmen:
GB FoodsDeutschland GmbH, Postfach 12 11 62, D-23532 Lübeck","Zutatenverzeichnis: Wasser, 29% Gemüse (Möhren, roter Paprika, Kohlrabi, Mais, Erbsen), 11,0% gekochte Nudeln (HARTWEIZENGRIEß (GLUTEN), EIKLAR), Salz, Aroma (enthält SELLERIE und EI), Rapsöl, Kräuter, Zucker, Verdickungsmittel: Guarkernmehl, Dextrose, färbender Kurkuma- und Paprikaextrakt. Kann Spuren von MILCH, SOJA und SENF enthalten.",174,41,"0,6","0,1","6,8","1,1","1,5","0,75",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Bunter-Gemuesetopf-mit-Nudeln-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_bunter_gemsetopf_800_g.jpg
3658,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Lübecker Hochzeitssuppe 390ML,"1,69 €","4,33 €/l","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:28.595654,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 6,2% gekochte Nudeln (HARTWEIZENGRIEß (GLUTEN), Wasser, EIKLAR), 5,1% Fleischklößchen (Schweinefleisch zum Teil fein zerkleinert, Wasser, Stärke, Salz, Zwiebeln, Gewürze), 2,9 % Möhren, 2,2 % Kohlrabi, 2,2% EIERSTICH (59% VOLLEI, Wasser, MAGERMILCHPULVER, modifizierte Kartoffelstärke, Verdickungsmittel: Carrageen, Salz, Gewürzextrakte), Hühnerfett, 0,9 % Porree, Salz, Kochsalzersatz (Kaliumchlorid) Zucker, Aroma (enthält EI und SELLERIE), Petersilie, Zwiebelpulver, Dextrose, färbender Möhrenextrakt, Verdickungsmittel: Guarkernmehl. Kann Spuren von SOJA und SENF enthalten.",40,168,"2,3","0,8","3,2","1,2","1,5","0,79",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Luebecker-Hochzeitssuppe-390ML.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/erasco_lbecker_hochzeitssuppe_390_ml.jpg
3659,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco 1 Portion Graupen-Topf 400G,"1,89 €","4,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:41.314597,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: Wasser, 5,7% GERSTENGRAUPEN (GLUTEN), 5,7% Möhren, Kartoffeln, 3,6% SELLERIE, 3,6% Porree, 3,0% Kasseler Würfel aus Schulter und Schinken (Schweinefleisch, Wasser, Salz, getrockneter Glukosesirup), Stabilisator: Diphosphate, Aroma, Antioxidationsmittel: Natriumascorbat, Rapsöl, Rauch), Salz, Aromen (enthält SELLERIE), Hefeextrakt, Dextrose, Petersilie, färbender Kurkumaextrakt, Verdickungsmittel: Guarkernmehl. Kann Spuren von WEIZEN (GLUTEN), MILCH, SOJA, EI und SENF enthalten.",146,35,"0,5","0,2","5,6","0,7","1,4","0,93",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-1-Portion-Graupen-Topf-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/graupen-topf1portion.jpg
3660,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Erasco Vegetarischer Erbsen-Eintopf 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:47.649329,-,,"Verantwortliches Lebensmittelunternehmen:
GB FOODS DEUTSCHLAND GMBH, Geniner Straße 88-100, 23560 Lübeck","Zutatenverzeichnis: 44% Erbsen, Wasser, 4,1% Möhren, 4,1% Kartoffeln, 2,3% Porree, 1,5% SELLERIE, Rapsöl, Salz, Hefeextrakt, Kochsalzersatz (Kaliumchlorid), Zwiebelpulver, Knoblauchpulver, Zucker, Spinatpulver, Petersilie, Dextrose, Aroma, Verdickungsmittel: Guarkernmehl, Raucharoma. Kann Spuren von WEIZEN (GLUTEN), SOJA, SENF, MILCH und EI enthalten.",352,84,"1,4","0,1",11,1,"5,1","0,75",https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Vegetarischer-Erbsen-Eintopf-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/5211dose.jpg
3661,Lebensmittel,Fertiggerichte,Suppen-Eintöpfe,Sonnen Bassermann Linseneintopf mit Würstchen 800G,"3,49 €","4,36 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 02:22:52.262111,-,Hinweis zur Aufbewahrung: Gewichtsverlust durch Erhitzen.,"Verantwortliches Lebensmittelunternehmen:
Sonnen Bassermann Deutschland GmbH, Postfach 11 14, D-14547 Beelitz (Brandenburg)","Zutatenverzeichnis: Wasser, 13% Linsen, 5,6% Karotten, 4,8% Bockwurst (Schweinefleisch, Wasser, Speisesalz, Dextrose, Gewürze, Rauch, Karotten) 3,9% Kartoffeln, Tomatenmark, 2,5% Speck (Schweinefleisch, Wasser, Speisesalz, Raucharoma), Zwiebeln, modifizierte Maisstärke, Speisesalz, 0,7% Porree, Rapsöl, Branntweinessig, Antioxidationsmittel (Ascorbinsäure), Gewürzextrakt. Kann Spuren von EI, SOJA, SELLERIE und SENF enthalten.",83,347,"1,9","0,5","9,5","0,6","4,9",1,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Sonnen-Bassermann-Linseneintopf-mit-Wuerstchen-800G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/sblinein.jpg
